"pid7","s10","c2","c4","c8","roots"
3,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
6,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
3,"El Salvado","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
2,"Honduras","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
5,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Nicaragua","Very favor","Somewhat u","Very favor","Communist"
1,"Mexico","Very favor","Somewhat u","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
3,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
1,"Other coun","Very favor","Very favor","Very favor","Non-Communist"
7,"Mexico","Very favor","Somewhat u","Very unfav","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Uruguay","Very unfav","Very unfav","Very unfav","Non-Communist"
4,"Mexico","Somewhat f","Very unfav","Somewhat u","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Somewhat u","Non-Communist"
6,"Cuba","Somewhat u","Very unfav","Somewhat f","Communist"
1,"Peru","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Uruguay","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Guatemala","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
7,"Mexico","Somewhat f","Very favor","Very unfav","Non-Communist"
5,"Cuba","Very unfav","Very unfav","Somewhat u","Communist"
4,"Spain / Sp","Very favor","Somewhat u","Somewhat f","Non-Communist"
4,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
5,"Mexico","Somewhat f","Very unfav","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Somewhat f","Somewhat u","Non-Communist"
3,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
7,"Puerto Ric","Somewhat u","Very unfav","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Colombia","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Colombia","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Panama","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
5,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Puerto Ric","Somewhat f","Somewhat u","Very favor","Non-Communist"
5,"Mexico","Somewhat u","Very unfav","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Spain / Sp","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Puerto Ric","Very unfav","Somewhat u","Somewhat u","Non-Communist"
6,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Argentina","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
2,"Spain / Sp","Very favor","Very unfav","Very favor","Non-Communist"
3,"Venezuela","Somewhat f","Somewhat u","Very favor","Communist"
1,"Cuba","Somewhat f","Somewhat f","Somewhat f","Communist"
6,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Argentina","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Puerto Ric","Somewhat f","Very unfav","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Very favor","Somewhat u","Non-Communist"
2,"Colombia","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Spain / Sp","Very unfav","Very unfav","Somewhat f","Non-Communist"
1,"Dominican","Very favor","Very favor","Somewhat u","Non-Communist"
2,"Costa Rica","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
7,"Spain / Sp","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Ecuador","Somewhat u","Very unfav","Very favor","Non-Communist"
7,"Mexico","Somewhat u","Very unfav","Somewhat u","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
7,"Cuba","Very unfav","Somewhat u","Somewhat u","Communist"
6,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
2,"Bolivia","Very favor","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Somewhat f","Non-Communist"
3,"Argentina","Very favor","Somewhat f","Somewhat u","Non-Communist"
4,"Mexico","Not famili","Very unfav","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"El Salvado","Very favor","Very favor","Somewhat u","Non-Communist"
5,"Cuba","Very favor","Not famili","Very unfav","Communist"
1,"Peru","Very favor","Very favor","Somewhat f","Non-Communist"
7,"Puerto Ric","Somewhat u","Very unfav","Very unfav","Non-Communist"
3,"Mexico","Somewhat f","Very unfav","Very favor","Non-Communist"
2,"Mexico","Very favor","Very unfav","Very favor","Non-Communist"
6,"Mexico","Somewhat u","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Puerto Ric","Not famili","Not famili","Not famili","Non-Communist"
7,"Mexico","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
5,"Mexico","Somewhat u","Somewhat u","Not famili","Non-Communist"
2,"Spain / Sp","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"El Salvado","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Very unfav","Very unfav","Not famili","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Very unfav","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Very favor","Very favor","Non-Communist"
6,"Other coun","Somewhat u","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
5,"Mexico","Somewhat f","Very unfav","Somewhat u","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
3,"Peru","Somewhat f","Somewhat f","Very favor","Non-Communist"
3,"Puerto Ric","Somewhat u","Somewhat u","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Very favor","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very favor","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Guatemala","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Cuba","Somewhat f","Somewhat u","Very favor","Communist"
1,"Mexico","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
2,"Argentina","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
3,"Colombia","Very favor","Very favor","Somewhat f","Non-Communist"
3,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
5,"Spain / Sp","Very unfav","Very unfav","Somewhat u","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat f","Somewhat f","Non-Communist"
5,"Argentina","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Somewhat u","Somewhat u","Somewhat u","Non-Communist"
7,"Spain / Sp","Very unfav","Very unfav","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Very unfav","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat f","Not famili","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
3,"Mexico","Somewhat f","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Very favor","Not famili","Non-Communist"
4,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
6,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Not famili","Not famili","Non-Communist"
1,"Mexico","Somewhat f","Very unfav","Somewhat f","Non-Communist"
5,"Mexico","Somewhat f","Somewhat f","Somewhat u","Non-Communist"
1,"Mexico","Somewhat f","Very favor","Not famili","Non-Communist"
6,"Dominican","Somewhat u","Very unfav","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Argentina","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Spain / Sp","Very favor","Very favor","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat u","Non-Communist"
1,"Spain / Sp","Very favor","Somewhat u","Not famili","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Very favor","Very unfav","Non-Communist"
4,"Colombia","Very favor","Somewhat u","Very favor","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Cuba","Very favor","Very favor","Somewhat u","Communist"
7,"Argentina","Very unfav","Very unfav","Not famili","Non-Communist"
3,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
1,"Cuba","Very favor","Somewhat f","Somewhat f","Communist"
3,"Cuba","Somewhat f","Very favor","Somewhat f","Communist"
4,"Mexico","Somewhat u","Somewhat u","Not famili","Non-Communist"
6,"Nicaragua","Somewhat f","Somewhat u","Very unfav","Communist"
4,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat u","Non-Communist"
1,"Dominican","Very favor","Somewhat f","Very favor","Non-Communist"
3,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Other coun","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Not famili","Non-Communist"
1,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
5,"Puerto Ric","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
4,"Spain / Sp","Somewhat f","Somewhat u","Very favor","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Very favor","Somewhat u","Very favor","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
7,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Very unfav","Non-Communist"
4,"Mexico","Not famili","Not famili","Not famili","Non-Communist"
1,"Peru","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
3,"Mexico","Somewhat f","Very unfav","Somewhat u","Non-Communist"
5,"Puerto Ric","Very unfav","Very unfav","Somewhat f","Non-Communist"
2,"Puerto Ric","Very favor","Somewhat u","Somewhat f","Non-Communist"
1,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
4,"Puerto Ric","Very favor","Very unfav","Somewhat u","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
7,"Peru","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Guatemala","Very favor","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very unfav","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Somewhat f","Somewhat u","Very favor","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
6,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
1,"Puerto Ric","Very favor","Somewhat u","Very favor","Non-Communist"
2,"Mexico","Very favor","Very favor","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Somewhat f","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Very unfav","Very unfav","Very unfav","Non-Communist"
1,"Guatemala","Somewhat f","Very unfav","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
2,"Ecuador","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Somewhat f","Very unfav","Very favor","Non-Communist"
4,"Mexico","Somewhat f","Somewhat f","Somewhat f","Non-Communist"
2,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
1,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
4,"Mexico","Very favor","Somewhat f","Very favor","Non-Communist"
7,"Mexico","Somewhat f","Somewhat u","Somewhat u","Non-Communist"
2,"Mexico","Somewhat f","Somewhat f","Very favor","Non-Communist"
3,"Puerto Ric","Very favor","Very favor","Somewhat f","Non-Communist"
2,"Dominican","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
2,"Puerto Ric","Somewhat f","Very unfav","Somewhat f","Non-Communist"
4,"Mexico","Somewhat f","Somewhat u","Somewhat f","Non-Communist"
